frameIndex,coord,centroid
97,"[(317.54492, 184.70149), (376.0384, 181.22997), (176.74188, 151.78271), (179.9569, 310.268), (33.344135, 175.63586), (304.13535, 70.50023), (272.46442, 340.48666), (137.97859, 154.6917), (51.20268, 13.20538), (65.62118, 162.62668)]","(191.5028455, 174.51286800000003)"
98,"[(321.32645, 182.49828), (377.06198, 179.91655), (177.20259, 151.45692), (180.7779, 309.61743), (33.00067, 174.76826), (309.57645, 72.19536), (274.0909, 339.91162), (139.05818, 152.89499), (50.687336, 12.481614), (65.83446, 161.20647)]","(192.86169159999997, 173.69474940000003)"
99,"[(324.7841, 179.57114), (379.3261, 178.80591), (177.62318, 151.29857), (182.04213, 309.5738), (33.726593, 175.07486), (312.21674, 73.61257), (275.73364, 339.23557), (142.19633, 154.21558), (51.97733, 14.707395), (66.11658, 159.92802)]","(194.57427230000002, 173.60234150000002)"
100,"[(327.63013, 176.82858), (380.77173, 178.3174), (177.9128, 150.86006), (183.06363, 309.65958), (33.991825, 175.06313), (315.66745, 72.80993), (277.22717, 338.12332), (146.67393, 157.77289), (54.258854, 18.436127), (66.51408, 158.39288)]","(196.3711599, 173.62638969999998)"
101,"[(329.77487, 175.82559), (382.0009, 178.5956), (178.21588, 150.41751), (183.93486, 309.94315), (34.134502, 174.69948), (318.06265, 71.1988), (278.80023, 336.4274), (152.09126, 162.68971), (53.752026, 17.81074), (67.00914, 156.92125)]","(197.77763180000002, 173.452923)"
102,"[(332.71158, 178.3963), (383.41055, 178.48758), (179.2893, 150.7706), (184.71883, 310.536), (34.1642, 173.882), (319.67532, 69.33474), (280.0545, 334.8173), (155.93681, 164.91507), (52.675148, 16.130548), (66.97728, 154.65962)]","(198.9613518, 173.1929758)"
103,"[(335.74133, 181.6355), (383.26312, 178.93617), (180.5617, 151.95517), (186.12001, 311.38016), (34.522934, 173.15492), (320.7283, 62.09583), (281.34982, 334.18872), (159.63495, 166.37914), (52.2293, 15.651367), (66.79802, 152.31104)]","(200.0949484, 172.76880169999998)"
104,"[(338.7251, 183.96716), (383.87866, 178.61386), (181.1323, 152.43355), (186.76062, 311.67352), (35.164436, 172.82414), (323.628, 65.145615), (282.68362, 334.5531), (162.55083, 166.90897), (51.988167, 15.175947), (68.153465, 152.09595)]","(201.4665198, 173.33918119999996)"
105,"[(341.6559, 185.34676), (384.64078, 178.31924), (181.87257, 153.26619), (187.02786, 311.69373), (35.187023, 171.99432), (327.31146, 70.09532), (284.52112, 335.17877), (165.45091, 166.20491), (51.895172, 14.890449), (69.192474, 151.64275)]","(202.87552689999998, 173.8632439)"
106,"[(344.58292, 185.86208), (385.61163, 177.99886), (182.50424, 153.84988), (186.92827, 311.3844), (35.324707, 171.56877), (330.30682, 73.19748), (286.0756, 335.3653), (167.83844, 164.6449), (52.023956, 14.955174), (71.181305, 151.24681)]","(204.2377888, 174.0073654)"
107,"[(347.51566, 184.86559), (386.4331, 177.05539), (183.5118, 155.4936), (186.98727, 311.08557), (35.455708, 171.55235), (334.2414, 77.82688), (288.33615, 336.1839), (169.34926, 163.6524), (52.028915, 14.981082), (72.69848, 149.94014)]","(205.6557743, 174.26369019999998)"
108,"[(350.55164, 182.8), (387.0595, 175.99731), (184.50249, 157.02328), (187.13127, 310.8916), (35.511726, 171.5597), (338.20737, 80.19913), (289.7377, 336.21298), (170.3533, 162.39293), (51.89673, 15.158721), (73.716866, 147.87169)]","(206.8668592, 174.01073409999998)"
109,"[(354.09274, 179.87631), (387.82898, 175.10573), (185.60503, 158.88898), (187.80052, 310.5969), (35.849358, 171.74538), (341.63113, 81.04898), (291.30075, 335.53217), (171.83646, 161.48042), (51.88071, 14.934125), (74.28971, 146.35997)]","(208.21153879999997, 173.55689650000002)"
110,"[(356.03757, 178.18736), (389.4128, 173.94417), (187.06517, 159.67122), (188.41707, 310.30978), (35.77176, 171.63638), (344.91785, 79.58712), (292.97522, 334.51895), (176.15326, 165.09058), (51.860558, 14.821313), (74.66148, 144.92487)]","(209.72727380000006, 173.2691743)"
111,"[(357.8835, 176.85149), (389.02234, 173.84088), (187.92883, 160.63628), (189.0213, 310.26193), (35.964153, 171.57341), (348.39722, 77.2087), (295.209, 333.7042), (179.70522, 166.38074), (51.820557, 14.832738), (75.44713, 143.83916)]","(211.03992499999998, 172.9129528)"
112,"[(360.939, 179.06602), (389.1085, 173.47313), (189.12656, 161.11757), (189.92229, 310.40646), (36.08452, 171.4475), (349.34296, 68.18203), (297.1808, 333.37894), (182.64153, 167.0512), (51.782806, 14.822975), (75.86971, 141.77515)]","(212.1998676, 172.07209749999998)"
113,"[(364.02155, 181.27287), (389.12366, 172.74335), (191.2794, 311.03894), (36.038944, 170.74054), (350.28387, 56.042507), (299.0479, 334.11642), (187.31038, 170.26643), (51.802227, 14.808458), (75.43506, 138.34375)]","(216.0381101111111, 172.15258500000002)"
114,"[(366.8583, 181.89737), (390.43723, 171.45392), (192.29024, 311.54398), (36.132084, 170.39772), (356.20895, 67.0735), (300.6942, 335.17142), (193.02779, 171.01843), (51.814064, 15.003136), (75.611404, 136.02151)]","(218.11936244444445, 173.28677622222224)"
115,"[(369.59903, 183.03717), (390.76685, 170.85934), (193.20738, 311.92496), (35.96605, 169.86813), (359.41977, 76.96108), (302.30597, 335.2879), (196.0163, 170.87424), (51.84372, 15.139401), (76.948265, 135.1032)]","(219.56370388888888, 174.33949122222222)"
116,"[(373.12823, 184.49863), (390.52344, 170.81255), (194.20483, 312.32913), (35.829296, 169.41542), (360.3331, 69.92929), (303.63837, 335.16415), (199.44962, 171.41988), (51.89916, 15.245454), (78.156746, 134.59387), (188.23914, 159.58714)]","(217.54019320000003, 172.2995514)"
117,"[(376.6796, 184.09721), (390.73795, 170.21835), (195.35435, 312.6858), (36.285908, 169.18744), (365.74478, 78.40237), (305.31122, 335.546), (200.5062, 170.17441), (51.907257, 15.043407), (79.36725, 133.1701), (188.91473, 159.39107)]","(219.08092450000004, 172.79161570000002)"
118,"[(380.23688, 181.96066), (390.08633, 170.98013), (196.05693, 312.3328), (36.49314, 168.5596), (372.73166, 89.66119), (306.96954, 335.05038), (200.92067, 167.1477), (51.871117, 14.709596), (80.52151, 130.99489), (192.791, 164.74939)]","(220.8678777, 173.6146336)"
119,"[(383.47195, 179.44556), (389.34357, 171.14864), (196.82036, 312.04156), (36.691326, 167.87633), (375.57068, 89.63359), (308.57178, 333.89774), (202.07703, 165.40811), (51.809658, 14.769748), (81.11065, 128.97697), (193.36339, 164.88501)]","(221.8830394, 172.80832579999998)"
120,"[(389.32117, 172.38744), (197.68834, 311.89294), (36.659122, 167.12933), (379.93295, 91.674644), (310.38904, 332.67892), (205.6959, 167.20488), (51.82191, 14.634992), (81.89193, 128.13174), (194.6353, 166.28925)]","(205.33729577777777, 172.44712622222224)"
121,"[(390.32626, 174.9597), (198.68631, 312.11618), (36.879593, 166.82985), (383.5296, 90.37032), (312.0641, 331.76218), (209.10693, 168.77527), (51.76585, 14.736659), (82.69489, 126.98097), (194.60072, 165.4044), (386.63022, 177.6964)]","(224.62844729999998, 172.9631929)"
122,"[(391.9454, 181.47766), (199.39865, 312.43973), (37.029617, 166.63217), (386.5063, 88.08918), (313.17575, 330.62503), (212.77943, 171.60698), (51.657772, 14.703619), (83.3561, 125.305954), (194.93924, 165.2092), (387.21643, 175.74985)]","(225.80046890000003, 173.18393729999997)"
123,"[(394.00076, 184.59999), (199.6804, 312.26477), (37.202957, 166.42711), (389.72174, 90.79009), (313.53503, 330.41852), (216.18446, 172.9252), (51.62736, 14.803647), (83.27069, 122.748955), (195.06653, 165.17836), (387.43478, 173.28226)]","(226.77247069999999, 173.34389019999998)"
124,"[(396.4969, 186.37166), (199.85443, 312.02316), (37.35788, 166.15964), (393.11057, 93.14733), (314.5954, 330.0888), (219.55266, 172.62598), (51.554966, 14.792821), (83.546036, 121.04387), (195.41855, 165.76071), (387.74603, 171.85037)]","(227.92334220000004, 173.3864341)"
125,"[(399.2168, 187.64795), (199.58182, 311.62308), (37.593906, 166.0316), (396.5929, 95.239365), (315.97845, 330.16525), (223.61041, 170.77574), (51.50575, 14.519705), (84.10515, 120.23635), (196.06305, 166.55373), (387.61722, 172.65091)]","(229.1865456, 173.54436800000002)"
126,"[(199.76904, 311.1943), (37.75491, 165.96393), (317.31787, 329.97766), (225.21437, 168.84308), (51.611553, 14.552702), (84.545456, 118.82261), (196.79106, 167.0749), (388.2369, 171.66743)]","(187.65514487500002, 181.0120765)"
127,"[(200.34454, 310.93457), (37.832996, 165.77763), (318.7497, 330.15823), (227.0211, 166.80539), (51.568886, 14.556268), (86.01701, 118.424095), (197.16449, 167.09431), (388.15924, 171.8883)]","(188.35724525, 180.704849125)"
128,"[(201.13658, 310.47946), (37.98051, 165.79997), (319.8992, 329.78323), (228.62479, 165.74344), (51.648823, 14.67696), (87.957855, 117.688324), (197.62729, 166.94284), (387.6287, 171.82764)]","(189.06296849999998, 180.367733)"
129,"[(202.06818, 310.04697), (38.021084, 165.84015), (321.18683, 328.92532), (230.3771, 164.1723), (51.755455, 14.6006365), (88.90805, 116.14773), (197.72296, 166.54219), (387.09576, 172.02855)]","(189.641927375, 179.7879808125)"
130,"[(202.8472, 309.54434), (37.995014, 165.87515), (322.79575, 327.7378), (234.06934, 166.56445), (51.513065, 14.636283), (89.82704, 115.11076), (197.79025, 166.40013), (386.38162, 172.30888)]","(190.402409875, 179.772224125)"
131,"[(203.09258, 308.86633), (38.144787, 165.94104), (324.57632, 326.7091), (236.49454, 166.87059), (51.44407, 14.493506), (91.02904, 114.95894), (197.9822, 166.6734), (385.5708, 172.58954)]","(191.041792125, 179.63780574999998)"
132,"[(203.48366, 308.25818), (38.148453, 165.82468), (326.7705, 327.06763), (238.41296, 164.63464), (51.34337, 14.433064), (91.85879, 113.70895), (198.09966, 166.87225), (384.66058, 173.3054)]","(191.597246625, 179.26309925)"
133,"[(204.41927, 308.1018), (38.366905, 165.98529), (328.358, 327.2948), (241.28038, 164.20476), (51.153976, 14.348798), (92.68222, 111.67117), (198.35828, 167.15468), (383.57874, 173.26857)]","(192.274721375, 179.0037335)"
134,"[(205.8294, 308.14453), (38.52264, 166.12633), (329.88998, 328.07138), (247.63518, 164.9484), (50.845886, 14.289837), (93.17364, 110.19612), (198.87766, 167.75853), (382.21957, 172.89618)]","(193.37424449999997, 179.053913375)"
135,"[(207.18213, 308.42966), (38.586693, 166.28532), (331.33267, 328.07498), (249.94205, 166.83397), (50.636803, 14.119219), (94.2968, 109.76314), (200.35913, 169.89914), (381.0904, 172.94646)]","(194.1783345, 179.543986125)"
136,"[(208.55426, 309.00586), (38.633957, 166.43954), (332.6391, 327.29843), (253.84042, 164.60252), (50.417492, 13.93745), (95.16019, 108.54517), (201.68585, 171.72583), (380.0154, 173.32103)]","(195.11833362500002, 179.35947875000002)"
137,"[(209.49341, 309.57626), (38.61797, 166.69301), (334.12704, 327.0926), (255.91464, 163.70375), (50.40019, 14.070474), (96.60063, 107.682236), (203.13521, 173.79872), (378.74655, 173.18181)]","(195.879455, 179.4748575)"
138,"[(210.10782, 310.0495), (38.24667, 166.62804), (335.3514, 327.16272), (258.35587, 162.79016), (50.24376, 13.890258), (97.089035, 105.52917), (203.49481, 173.62686), (377.54468, 172.89648)]","(196.30425562499997, 179.07164849999998)"
139,"[(210.6708, 310.5388), (38.102196, 166.67685), (336.70535, 326.47498), (259.84985, 161.01273), (50.79816, 14.279638), (96.95865, 102.48677), (203.7557, 173.49176), (376.56018, 172.69)]","(196.67511075, 178.45644100000004)"
140,"[(210.977, 310.7149), (38.05335, 166.73625), (338.1817, 325.38574), (261.44962, 159.21272), (51.102596, 13.935817), (97.32475, 100.81973), (203.78189, 173.11479), (375.5821, 172.84392)]","(197.05662575, 177.84548337500001)"
141,"[(211.03752, 310.56052), (38.006714, 166.9046), (339.53406, 324.1445), (263.18427, 158.0147), (51.43828, 14.516039), (97.80124, 99.56742), (203.90262, 173.09177), (374.48383, 173.21158)]","(197.42356675000002, 177.50139112499997)"
142,"[(211.20802, 310.34576), (37.87752, 166.98326), (341.12482, 322.71698), (266.17023, 158.61569), (50.8054, 14.128087), (98.841576, 98.805885), (203.89455, 172.92885), (373.80853, 173.68785)]","(197.96633075, 177.27654525000003)"
143,"[(211.41855, 310.02032), (37.815186, 167.14746), (342.28638, 321.65668), (269.06076, 157.93498), (50.848923, 13.514606), (98.812836, 96.36228), (204.11687, 173.21448), (373.08304, 174.32767)]","(198.430318125, 176.7723095)"
144,"[(211.8156, 309.74597), (37.650352, 167.27168), (342.84714, 320.93246), (272.0872, 158.22818), (50.992474, 13.271529), (98.22808, 93.78031), (204.50629, 173.85104), (372.6583, 175.23154)]","(198.84817950000001, 176.539088625)"
145,"[(212.39668, 309.16736), (37.458878, 167.48067), (343.52493, 320.59906), (274.80954, 157.66321), (51.54038, 13.458012), (99.61261, 94.02123), (205.21074, 174.97455), (371.7839, 175.60938)]","(199.54220725, 176.62168400000002)"
146,"[(213.44144, 308.55496), (37.35339, 167.6702), (344.78015, 320.31592), (280.1805, 155.05193), (49.023952, 10.218473), (100.231094, 92.98562), (206.37282, 176.53464), (370.55545, 176.71329)]","(200.24234950000002, 176.00562912499998)"
150,"[(219.69823, 311.12653), (36.7502, 167.62659), (349.06973, 318.371), (287.58612, 149.05124), (48.393932, 8.608738), (103.898224, 87.19006), (207.1101, 178.64546), (366.46115, 179.81578)]","(202.37096075, 175.05442474999998)"
151,"[(220.75029, 311.93106), (36.67185, 167.64632), (350.1078, 317.5437), (289.2968, 147.8316), (51.428864, 13.096262), (104.496826, 85.19906), (206.8316, 179.13324), (366.0406, 179.68947)]","(203.20307875, 175.258839)"
152,"[(221.83067, 312.1118), (36.67052, 167.60909), (351.5965, 316.7106), (291.16992, 146.5731), (52.223366, 14.17737), (104.60395, 82.77202), (205.81166, 178.56384), (365.57742, 179.39539)]","(203.68550075000002, 174.73915125)"
153,"[(222.38869, 311.80295), (36.595993, 167.60524), (353.2532, 316.292), (293.38467, 144.82178), (52.736496, 14.527018), (105.11933, 81.81826), (205.17497, 178.5596), (364.84277, 178.04607)]","(204.18701487500002, 174.18411475)"
154,"[(223.10945, 311.8252), (36.481438, 167.68758), (354.30466, 316.23392), (295.22345, 142.26233), (52.743137, 14.96684), (105.34606, 80.20791), (204.92982, 178.5318), (363.80777, 177.07866)]","(204.493223125, 173.59928000000002)"
155,"[(224.22545, 312.26422), (36.195606, 167.61855), (355.27863, 316.5489), (298.75635, 143.85695), (52.37321, 14.375552), (105.87536, 78.8391), (204.82037, 178.54399), (362.4706, 175.08614)]","(204.99944699999998, 173.39167525)"
156,"[(225.21048, 312.9005), (36.28518, 167.84557), (356.1898, 317.21335), (301.8868, 145.25519), (52.3199, 14.319615), (106.837654, 78.26927), (204.59158, 178.59778), (361.46622, 174.7108)]","(205.59845174999998, 173.63900937500003)"
157,"[(225.70683, 313.28403), (36.659794, 168.29355), (357.297, 317.0373), (304.89993, 145.39894), (52.267555, 14.41853), (107.52682, 77.22064), (204.01181, 178.38142), (360.35574, 175.08698)]","(206.090684875, 173.64017375)"
158,"[(225.81969, 313.0649), (37.143974, 168.80731), (358.07886, 316.437), (307.9037, 143.74663), (52.305786, 14.407435), (108.29296, 75.83378), (203.20372, 177.98625), (359.48468, 176.31721)]","(206.52917125, 173.32506437499998)"
159,"[(226.13751, 312.70267), (37.189342, 168.98338), (358.79865, 316.26105), (310.78128, 141.69029), (51.934967, 13.720811), (108.97377, 74.71448), (202.00233, 177.92653), (358.90292, 177.35954)]","(206.840096125, 172.919843875)"
160,"[(226.39816, 312.27914), (37.157066, 169.14793), (359.45703, 316.3811), (312.78772, 139.63367), (51.85173, 14.029213), (109.9338, 73.46527), (200.94797, 178.25098), (357.85956, 177.90013)]","(207.0491295, 172.635929125)"
161,"[(226.76045, 311.85278), (37.223854, 169.19368), (360.1337, 316.3982), (314.48898, 137.6228), (51.872993, 13.690147), (110.02651, 70.94464), (199.60794, 178.41579), (356.19067, 178.92279)]","(207.038137125, 172.130103375)"
162,"[(227.27599, 311.5876), (37.37273, 169.2853), (360.9675, 315.9086), (316.1314, 136.70227), (51.88622, 13.542781), (110.53349, 69.68713), (199.42307, 180.85078), (354.5172, 180.12819)]","(207.26345, 172.21158137499998)"
163,"[(227.84843, 310.96786), (37.314682, 169.24713), (362.03278, 315.08182), (318.26474, 135.95178), (52.364235, 13.846312), (111.25084, 68.779205), (199.13435, 182.25511), (353.14587, 181.08476)]","(207.669490875, 172.15174712499999)"
164,"[(228.74336, 310.84976), (37.54997, 169.63058), (363.03946, 314.12286), (320.16467, 134.25937), (52.71225, 13.356128), (111.59235, 67.30667), (198.32097, 182.61908), (352.24255, 181.84532)]","(208.0456975, 171.748721)"
165,"[(229.46823, 310.549), (37.843983, 169.94218), (364.2507, 313.27194), (322.89813, 133.81541), (52.70218, 12.968038), (112.486755, 66.7767), (196.92426, 182.38437), (351.5523, 182.38614)]","(208.51581725, 171.51172225)"
166,"[(229.92155, 309.8784), (38.055813, 170.14514), (365.40152, 312.13626), (325.68588, 134.58035), (52.367332, 13.804625), (112.84784, 66.88498), (195.96713, 183.5033), (351.18753, 183.01318)]","(208.929324375, 171.74327937500001)"
167,"[(231.0778, 310.34192), (37.91255, 169.94354), (366.7426, 310.78513), (329.53384, 136.82124), (51.91806, 13.287576), (113.25654, 66.31472), (195.00914, 184.32997), (350.6407, 182.519)]","(209.51140375, 171.79288699999998)"
168,"[(232.4456, 310.64575), (37.929947, 169.9328), (367.57532, 310.00516), (332.3281, 136.50056), (51.823406, 13.271134), (113.75511, 64.50968), (194.33334, 185.13443), (350.12482, 182.90698)]","(210.039455375, 171.61331175)"
169,"[(233.84422, 311.28983), (37.883816, 169.81299), (368.21625, 309.6233), (331.79382, 125.65641), (51.696228, 13.111088), (112.01941, 58.74113), (193.64967, 185.2921), (349.67697, 183.1576)]","(209.847548, 169.585556)"
170,"[(235.01845, 311.85886), (38.01601, 169.95691), (368.64804, 309.16376), (331.31866, 106.58346), (51.79368, 13.296646), (110.436066, 53.262245), (192.9613, 185.22853), (348.8591, 182.81386)]","(209.63141324999998, 166.520533875)"
171,"[(236.30739, 312.7243), (37.912357, 169.79622), (369.16763, 308.901), (336.4751, 117.29398), (52.089146, 13.715151), (116.14107, 60.235813), (192.53783, 185.73883), (348.07288, 183.03862)]","(211.08792537499997, 168.93048925000002)"
172,"[(237.26932, 313.6502), (38.011005, 169.82), (369.6458, 308.5237), (339.54718, 119.96951), (52.087658, 13.662428), (116.589165, 58.44015), (192.0618, 185.80605), (347.0165, 183.44513)]","(211.5285535, 169.164646)"
173,"[(237.98056, 314.38312), (38.06425, 169.86342), (370.2483, 308.52747), (341.56705, 122.62433), (52.03519, 13.62358), (115.942444, 55.775196), (191.02092, 185.10773), (346.16885, 183.8478)]","(211.6284455, 169.21908075)"
